_id,aha1,aha2,aha3,beforeBreakMovesets[0][0],beforeBreakMovesets[1][0],beforeBreakMovesets[2][0],beforeBreakMovesets[3][0],beforeBreakMovesets[4][0],beforeBreakMovesets[5][0],beforeBreakMovesets[6][0],beforeBreakMovesets[7][0],beforeBreakMovesets[8][0],beforeBreakMovesets[9][0],beforeBreakMovesets[10][0],beforeBreakMovesets[11][0],beforeBreakMovesets[12][0],beforeBreakMovesets[13][0],beforeBreakMovesets[14][0],beforeBreakMovesets[15][0],beforeBreakMovesets[16][0],beforeBreakMovesets[17][0],beforeBreakMovesets[18][0],beforeBreakMovesets[19][0],beforeBreakMovesets[20][0],beforeBreakMovesets[21][0],beforeBreakMovesets[22][0],beforeBreakMovesets[23][0],beforeBreakMovesets[24][0],beforeBreakMovesets[25][0],beforeBreakMovesets[26][0],beforeBreakMovesets[27][0],beforeBreakMovesets[28][0],beforeBreakMovesets[29][0],beforeBreakMovesets[30][0],beforeBreakMovesets[31][0],beforeBreakMovesets[32][0],beforeBreakMovesets[33][0],beforeBreakMovesets[34][0],beforeBreakMovesets[35][0],beforeBreakMovesets[36][0],beforeBreakMovesets[37][0],beforeBreakMovesets[38][0],beforeBreakMovesets[39][0],beforeBreakMovesets[40][0],beforeBreakMovesets[41][0],beforeBreakMovesets[42][0],beforeBreakMovesets[43][0],beforeBreakMovesets[44][0],beforeBreakMovesets[45][0],beforeBreakMovesets[46][0],beforeBreakMovesets[47][0],beforeBreakMovesets[48][0],beforeBreakMovesets[49][0],beforeBreakMovesets[50][0],beforeBreakMovesets[51][0],beforeBreakMovesets[52][0],beforeBreakMovesets[53][0],beforeBreakMovesets[54][0],beforeBreakMovesets[55][0],beforeBreakMovesets[56][0],beforeBreakMovesets[57][0],beforeBreakMovesets[58][0],completedEarly,completedLevel,condition,correctValue,difficultyValue,durationAfterBreak,durationBeforeBreak,durationBreak,durationToBeatGame,idleTime,incorrectValue,levelNumber,nm1,nm2,nm3,playerId,prolificPID,r1b,r2b,r3b,scrollCount,sessionID,stuckValue,studyID,afterBreakMovesets[0][0],afterBreakMovesets[1][0],afterBreakMovesets[2][0],afterBreakMovesets[3][0],afterBreakMovesets[4][0],afterBreakMovesets[5][0],afterBreakMovesets[6][0],afterBreakMovesets[7][0],afterBreakMovesets[8][0],afterBreakMovesets[9][0],afterBreakMovesets[10][0],afterBreakMovesets[11][0],afterBreakMovesets[12][0],afterBreakMovesets[13][0],afterBreakMovesets[14][0],afterBreakMovesets[15][0],afterBreakMovesets[16][0],afterBreakMovesets[17][0],afterBreakMovesets[18][0],afterBreakMovesets[19][0],afterBreakMovesets[20][0],afterBreakMovesets[21][0],afterBreakMovesets[22][0],afterBreakMovesets[23][0],afterBreakMovesets[24][0],afterBreakMovesets[25][0],afterBreakMovesets[26][0],afterBreakMovesets[27][0],afterBreakMovesets[28][0],afterBreakMovesets[29][0],afterBreakMovesets[30][0],afterBreakMovesets[31][0],e1,e2,e3,f1,f2,f3,mw1,mw2,mw3,pw,r1,r2,r3,ra
6605ebe91b35cda2746f5fb9,1,1,1,udrrddlludrruullulduuurddldrrlddrr,uul,rrddllulurr,rrddlludrruulluddluruu,rrddllulurluurddrldur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,5,129.08,135.93,261.31,526.32,165,,5,5,5,5,171166269791330789,63e40d7b1a88578e3c993478,4,5,5,36,6605e645433dc6ecc80f0d97,5,65f423754adf51958397327d,rrddlludrruullulduuurdddrrddlludrruulld,luurdldrr,rrddlludrruullulduru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,7,1,2,1,1,1,4,4,4,5
6605ec401b35cda2746f5fda,6,6,7,rrddllulurudddrruullulduuurdddrrddlludrruull,luurdldr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,13,7,128.59,152.54,274.63,555.76,223,0,5,7,7,6,1711662710046398328,622a2b1c561ce3cd95519fd2,5,5,5,,6605e670135c2681884d1ecb,7,65f423754adf51958397327d,d,rrddll,luurdldrld,luuurddldrrld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,1,1,1,6,5,5,5,6
6605ec421b35cda2746f5fdb,6,6,6,rrddlludrruulldluuurddrrddlludrruullulduuru,rrddlludrruullulduuurdddrrddlluul,rrddllulurluurdd,rrddlludrruulluluurdddrrddlluluuddrdrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,162.18,98,,5,,,,1711662729952410644,60402fec7ef10821fb6ac967,,,,,6605e67e268ac4288de5a9b3,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ec4b1b35cda2746f5fde,2,5,3,uluurddldrrldur,rrddlludrruullulduuurdddrrddlludrruull,rrddlludrruullulduuurdddrrddlludrruull,luurdldrrl,rrddlludrruullulduuurdddrrddlludrruull,uluurddldrrldu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,21,7,136.37,130.41,247.78,514.56,116,0,5,7,7,6,1711663621086427238,65ea1b0882cc12bae8f9ac34,5,5,5,,6605e9c40a17e39d172bc20d,7,65f423754adf51958397327d,luurdldrrl,duluurdldd,rrddlludrruullulduuu,rrddlludrruulldluuu,rrddlludrruulldluud,luurdldrrl,rrddllulurrlluurddr,rrddlludrruulldluuurdlddrdrruulluldruuu,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,6,5,6,5,5,5,2,4,4,4,5
6605ec4f1b35cda2746f5fdf,2,2,3,rrddlludrruulluldruu,rrddllulurrluu,rrddlludrruullulduuurdddrrddlludrruull,udrrddlludrruulldluu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,18,5,139.74,120.32,276.27,536.34,172,0,5,6,6,6,1711663291985877199,63d672fd60ac772cd04cc33b,3,4,3,,6605e8b1a607288f5cb7f819,6,65f423754adf51958397327d,rrddlludrruulluldruu,rrddlludrruulluuldd,rrddlludrruulluldruuddrr,uudddurr,rrddlludrruullulduuurdddrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,2,5,5,2,2,2,5,2,3,3,2
6605ec541b35cda2746f5fe0,7,7,7,rrddlludrruulluluurddduldrrrddlludrruull,luurdldrrld,rrddllulurluu,rrddlludrruulldluuurd,rrddlludrruulluluurddddlu,rrddlludrruulldlur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,5,132.93,136.10,215.28,484.31,169,,5,7,7,7,1711662916504913650,5b1dfad43522660001b4510d,3,4,4,13,6605e5e9d681b43b8bd17e78,4,65f423754adf51958397327d,rrddllulurudddrruullulduuurdddrrddlludrruullu,rrddlludrruulluddluur,rrddlludrruulldluuu,rrddlludrruulluluurdddrrddlluluuddrdrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,1,1,1,2,3,3,3,2
6605ec841b35cda2746f5fec,2,2,2,rrddlludrruulluldruuld,uuddrrddlludrruullulduur,luurdldrrld,rrddllulurrluuldrdr,rrddllulurluurddrldu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,142.13,146.68,229.85,518.66,149,0,5,2,2,2,1711662727000652689,56ec9fa4f9ffc4000ac1941b,2,2,2,,6605e58ef3fc7d0eccbc2a57,7,65f423754adf51958397327d,duuulddrrrdd,rrddlludrruulluldruuldrd,uluurddldr,duuluurddlddr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,3,5,5,5,2,2,2,2,2
6605ecb31b35cda2746f5fff,7,5,5,udrrddlludrruullulduuurddl,rrddlludrruulluluurddduldrrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,7,151.69,148.72,12.47,312.88,224,,5,,,,1711662346111459564,65a2a31a6f17beac9e7e4089,2,5,5,,6605e50123c13f6c284ce857,7,65f423754adf51958397327d,rrddlludrruulldluu,rrddlludrruullulduuurdlddr,udrrddlludrruulluluurdddrrddlluu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ecb21b35cda2746f5ffe,3,3,4,rrddllulurluurdd,rrddlludrruulldluudru,luurdldrld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,6,173.36,134.51,250.15,558.01,251,0,5,6,5,5,1711662935944164521,63b88b7855864805bec51ddc,4,4,4,,6605e74f0ac018fac2b2341c,5,65f423754adf51958397327d,rrddllulurluurdddur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,6,6,2,1,2,2,4,4,4,5
6605ecb71b35cda2746f6000,2,6,6,rrddlludrruullulduuurdddrrddlludrruu,rrddlludrruulldluu,rrddlludrruulldluu,luurdldr,rrddllulur,rrddlludrruulldluuurdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,6,127.22,122.44,243.17,492.84,144,,5,5,5,,1711663785991710210,65e0d96d3c772ad01a881e6d,4,4,5,28,6605ea9df2257bee92beb7f0,6,65f423754adf51958397327d,luurdldr,luuurddldr,rrddlludrruullulduuurdddrrddlludrruu,rrddlludrruul,udrrddlludrruulluluurddduldrrrddlludrruull,udrrddlludrruulluluurddd,udrrddlludrruulldluuru,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,6,2,2,2,3,2,3,2
6605ecae1b35cda2746f5ffc,5,6,6,rrddlludrruulldluud,luurdldrrld,rrddlludrruullulduuurdddrrddlludrruul,rrddlludrruullulduuurdddrrddlludrruull,rrddlludrruulldluu,rrddlludrruulluluurddduldrrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,19,6,64.14,137.24,228.08,429.45,105,0,5,7,6,7,1711662975003687367,60838e2e91a6300001f9ac89,3,3,3,,6605e7649fcc21aa7ed1b4df,6,65f423754adf51958397327d,rrddlludrruulldluudr,luurdldd,d,rrddlludrruulluluurdddrrddlluluuddrdrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,5,5,6,3,3,3,3,2
6605ecc01b35cda2746f6003,1,2,5,udrrddlludrruullulduuurddldrddrruull,udrrddlludrruullulduuurddldrddrruulrddlluu,rrddlludrruulldluuurdu,rrddllulurrl,luurdldrdurl,rrddlludrruulluddluruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,131.16,141.53,243.50,516.19,124,0,5,3,3,3,1711663678917981056,652aff1ace21a1fecfc03631,3,4,4,,6605ea325364a74cf4a836f8,7,65f423754adf51958397327d,rrddlludrruulldluuurdlddrdrruulldluruuldd,luurdldr,rrddlludrruulluluurdldduurdldrddrruullu,rrddlludrruulldluudruu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,1,4,6,6,6,1,2,2,2,5
6605ecd51b35cda2746f600b,3,6,6,udrrddllulurddrruulluluurdddrrddlluluurdrrddlludrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,147.04,95,,5,,,,1711663053994661455,648a18701640913de29ef479,,,,,6605e64f395b11e58f227a43,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ed041b35cda2746f6014,3,5,5,ul,rrddlludrruullulduuurdddrrddlludrruull,luurdldd,dluuurdl,rrddlludrruulluddlu,rrddlludrruulldluru,d,rrddlludrruulluluurddduldurdrrddlludrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,3,165.40,143.27,13.26,321.93,167,,5,,,,1711663864483715092,65981b79668ed4324652efdc,3,4,5,,6605eaea38954b8938075b67,2,65f423754adf51958397327d,luurd,rrddlludrruulldluu,udrrddlludrruulluluurddd,uldrrrddlludrruulluulu,rrddlludrruulluluurdldduurddrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ed1d1b35cda2746f601b,1,1,1,uuddrrddlluul,duuuld,rrddllulurrlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,149.47,157.12,253.04,559.64,205,0,5,7,7,6,1711663415031674708,5f3ac1732efa0a74f975b1a8,1,5,5,,6605e930e228b1489960ad15,7,65f423754adf51958397327d,durrddl,rrddlludrruulluldruulu,luurd,duluurdl,rrddlludrruulldluruuldd,luurdldrr,luurdldr,rrddlludrruulldlu,luurdldrr,rrddlludrruullulduuurddldrddrruulrddllu,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,7,1,1,1,1,2,5,5,4
6605ed201b35cda2746f601c,2,2,4,rrddlludrruullulduuurdddrrddlludrruulld,rrddlludrruulldluru,rrddlludrruulluluurddduldrrrddlludrruulld,luurd,d,rrddlludrruulldluud,rrddlludrruulluddlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,5,129.13,125.82,18.20,273.14,119,,5,,,,1711663859019589564,56d0f57421cd29000a9737e4,4,4,4,,6605eae7e3234ce878d1b8b0,5,65f423754adf51958397327d,udrrddlludrruulluluurdldduurddrrddlludrruull,udrrddllulurluuurdddrldu,luurdldrd,dlurudrrdd,rrddlludrruulluluurdldduurddrrddlludrruulld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ed331b35cda2746f6023,1,1,3,luurdldr,rrddlludrruulldlu,d,rrddlludrruullulduuurdddrrddllud,udrrddlludrruulluluurddd,udrrddlluluuuurdldddrdrruulldluu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,7,133.19,131.87,10.33,275.39,159,,5,,,,1711663945620691681,5f37596ced40de1d72604b38,4,4,5,,6605eb3de3234ce878d1b8d5,7,65f423754adf51958397327d,udrrddllulurluuurddd,udrrddlludrruullulduuurdddrrddlludrruulld,udrrddlludrruulldluruuldduuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ed3a1b35cda2746f6026,1,1,1,rrddlludrruullulduuurdd,rrddlludrruulldluu,rrddlludrruulldluu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,6,180.01,121.62,15.45,317.08,224,,5,,,,1711662748527538539,65a0f9a33ac2f375865f6e83,5,5,5,,6605e67fc4c2b5d3f9227da2,4,65f423754adf51958397327d,rrddllulurudddrruulldluu,rrddlludrruulluluurddddlu,rrddlludrruullulduuurdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ed591b35cda2746f6036,2,2,2,udrrddlludrruulluuldduu,rrddlludrruulldluudr,luurduldd,rrddlludrruulldluuurdd,luurdldrrl,rrddlludrruullulduuurdddrrddlludrruulld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,18,7,141.98,166.01,296.48,604.47,184,0,5,3,3,3,1711663772784464279,650072ae8de93bfe76ee318d,5,5,5,,6605ea9143feb42d9e51986b,7,65f423754adf51958397327d,udrrddlludrruullulduuurdddrrddlludrruulld,luurdldr,rrddlludrruullulduuurddld,rrddlludrruullulduuurdddrrddlludrruulluul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,6,6,6,1,5,2,2,4,4,4,3
6605ed711b35cda2746f6043,1,1,1,udrrddlludrruullulduuur,udrrddlludrruulluluurddldurdrrddllu,uu,rrddllulurluurddl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,16,7,127.74,133.44,236.56,497.74,151,0,5,6,7,7,1711663425666672709,5ee08dad6b74c73ffcab9126,3,3,5,,6605e93445cea21a0d2bc1d9,6,65f423754adf51958397327d,luurdldr,rrddlludrruulldluuurdu,luurd,udrrddlludrruulluluurddulddrddrruulrddlluul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,6,5,3,3,3,3,7,3,4,5,3
6605edcd1b35cda2746f6067,2,1,2,luurdldrr,rrddlludrruullulduuurdddrrddlludrruull,luurdldr,luurdldrr,rrddlludrruulluddluruulu,rrddlludrruulldluuurddrrddlludrruulluuldd,rrddlludrruullulduuurdddrrddlludrruulld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,6,125.28,130.98,257.21,513.47,97,,5,5,5,4,1711663954675370008,610093fb67a014f2230f77bb,3,3,4,5,6605eb39f4bd18ea9c94d6b9,6,65f423754adf51958397327d,luurdldrdurld,uluurddld,rrddlludrruullulduuurddldrr,d,rrddllulurluurddr,uluurddldrr,rrddlludrruulldluuurddrrddlludrruulldluruu,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,6,6,2,2,2,1,3,4,4,5
6605edd41b35cda2746f606b,6,2,2,rrddllulurluurddd,uluurddldrd,rrddlludrruullulduuurdddd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,11,6,135.77,160.58,248.62,544.96,234,0,5,5,5,,1711663153657798943,65ecc74c0bbda5b4fb282e1b,3,3,3,,6605e826a8876c1d19075aa9,6,65f423754adf51958397327d,rrddllulurluurdd,rrddlludrruulldluruuldduuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,5,2,2,2,4,4,4,6
6605eddb1b35cda2746f606c,3,3,5,rrddlludrruullulduuurddl,rrddlludrruulluluurdddd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,6,180.00,146.55,16.05,342.60,224,,5,,,,171166341893940317,5e1ff4e6b02857317533d561,4,4,4,,6605e9288cd16024eb0746dd,6,65f423754adf51958397327d,luurdldrd,rrddlludrruulldluuud,rrddlludrruulldluudr,luurdldr,rrddllulurddrruullulduuurdddrrddlludrruu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605eded1b35cda2746f606f,4,4,4,udrrddlludrruullulduuurddldrddrruulld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,6,159.70,147.77,241.97,549.43,254,,5,5,5,5,1711662374042869591,5c95970cd676900016e1a940,3,4,4,13,6605e4d97e4295cb54f3d04f,6,65f423754adf51958397327d,rrddlludrruullulduru,luurdldrdu,rrddlludrruullulduuurdddrrddlludrruulldd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,6,6,2,2,2,1,4,4,4,6
6605edfb1b35cda2746f6074,1,1,1,rrddlludrruulldluruuldd,du,rrddllulurddrruullulduuurddldrddrruulld,du,luurdldrdu,rrddlludrruullulduuurdddrrddllu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,7,124.67,130.02,232.29,486.98,105,,5,5,5,5,1711663510630538647,60c0d2e976e12d7d286961d8,2,2,2,0,6605e985b33b221e9f0f83b5,7,65f423754adf51958397327d,uuddrrddlludrruulldluruulu,rrddlludrruulldlurudluu,rrddlludrruullulduuurdd,dluuurdldrr,uldrrrddlludrruullulduuurdddrrddlludrruull,duuu,duuu,rrddllulurluurdddu,rrddlludrruulluld,rrddlludrruullulduuurdddrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,7,7,7,1,1,1,1,1,1,1,3,3,3,1
6605ee031b35cda2746f6078,1,1,1,rrddlluluruluurdddu,d,luurdulddr,rrddlludrruullulduuurdddrrddlludrruullr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,153.15,158.43,271.61,583.19,239,0,5,5,5,3,1711663249795742338,5f6a47e882e9cd0e1d6bbb8a,2,2,4,,6605e8869fcc21aa7ed1b545,7,65f423754adf51958397327d,rrddllulurr,uluurddulddrdurlldr,duluurddr,dluuurdldrrluuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,4,5,6,4,5,1,2,3,3,2
6605ee1c1b35cda2746f6080,4,5,5,rrddlludrruulluddluuu,uul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,5,180.02,120.72,36.31,337.04,270,,5,,,,1711663573596268027,648a20d992b7fa8718009072,3,3,4,,6605e99e9fcc21aa7ed1b5b7,5,65f423754adf51958397327d,rrddlludrruulldluuurdl,luurduldd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ee1d1b35cda2746f6082,3,3,2,rrddlludrruulluldurul,luurdldr,rrddlludrruulluluurddldrddrruulr,rrddlludrruulldlu,rrddlludrruulluluurdddu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,5,123.46,120.62,298.31,542.38,137,,5,5,6,6,1711663233386875474,5a9dd8b1873cda00010d18c5,3,3,4,16,6605e7c0b64a26039094d3c1,5,65f423754adf51958397327d,rrddlludrruulluluurddd,udrrddlludrruulldluru,rrddlludrruulluluurddd,luuurddldrdu,rrddlludrruulldluu,rrddllulurdluuurddr,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,5,5,5,6,5,2,1,4,4,3,7
6605ee0a1b35cda2746f607a,7,7,7,luurdldr,udrrddlludrruulluluurdddrrddlluluurdrrddlludrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,109.06,71,,5,,,,1711664400203721368,636261a282f90a4b0998fe5c,,,,,6605ecdab0c6c216538846c5,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ee1f1b35cda2746f6083,7,7,7,udrrddlludrruullulduuurddld,rrddlludrruulluluurdlddr,luurdld,rrddllulurddrruulluld,rrddlludrruulldluu,ud,rrddlludrruulluluurdddrrddlluludruu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,6,28.83,127.20,15.90,171.93,86,,5,,,,1711664356014421279,5edf474096c5381f5b2b66ca,4,5,5,,6605eb56bcadee8c42fc8d01,2,65f423754adf51958397327d,rrddlludrruulluluurdddrrddlluluuddrdrruullulduruuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ee261b35cda2746f6086,1,1,1,luurd,rrddlludrruullulduuurdddrrddlludrruu,luurdldd,udd,rrddlludrruulldluu,udrrddlludrruulluluurddldurdrrddlludrruull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,7,154.85,126.44,278.32,559.61,176,,5,6,6,6,1711663848262387614,63c047ef36e1348b19bb8010,4,4,5,8,6605eabe0d566f0b439de6c7,7,65f423754adf51958397327d,luurdldrl,rrddlludrruulluluurddduldrrrddllu,rrddlludrruulluluurddduldrrrddlluuuul,luurdldrr,udrrddlludrruullulduuurddldrrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,6,4,3,3,3,1,4,4,4,5
6605ee271b35cda2746f6087,6,6,6,durrddl,udrrddlludrruullulduuurdddrrdd,luurdldr,rrddlludrruulluluurdddrrddlluluuddrdrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,123.68,78,,5,,,,1711664124845232085,656652e30a113169e92d5703,,,,,6605ebb31dea4b0f80b7ae59,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605ee961b35cda2746f60bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711663134177379810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,5,6,5,6,6,5,4,5,4,4,5
6605eec41b35cda2746f60d3,4,5,5,rrddlludrruullulduuurdddrrddlluu,luurdldrd,rrddlludrruulldluuu,rrddlludrruulluluurdddrrddlluluuddrdrruulluldruuuld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,84.91,39,,5,,,,1711664614654438403,5f7d4a2c5db79d21c7d07240,,,,,6605ed05b868c4c9e3147cb7,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605eec61b35cda2746f60d4,6,6,5,d,rrddlluluuu,duuulu,luurdl,duluurddrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,135.92,123.53,259.59,519.03,200,0,5,6,7,6,1711663068556423028,575aee395d55ba0007a2e91d,3,1,2,,6605e7c2e228b1489960acb2,7,65f423754adf51958397327d,uu,d,udrrddllulurluuurdddr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,2,6,6,7,1,2,2,1,4
6605ee421b35cda2746f608e,2,2,2,rrddlludrruullulduuurddldrr,rrddlludrruullulduuurdl,uldrrrddlludrruulluluurddduulddrrrddlluuluurdldrr,rrddlludrruulluddludruuulu,rrddlludrruulldluuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,14,5,142.97,120.40,255.19,518.55,75,1,5,3,4,4,1711663847227312383,613fa887602268be775e5b26,3,3,3,,6605eae0391efc7aa58e8ac2,5,65f423754adf51958397327d,rrddlludrruulldluuu,udrrddlludrruullulduuurdddrrddlludrruull,rrddlludrruullulduuurdddrrddlluuu,rrddlludrruulldlur,luurdldrrld,luurdldr,udrrddlluluuuurdlddruluurdddrld,rrddlludrruullulduuurddldrr,rrddllulurddrruullulduuurdldd,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,5,6,3,5,5,5,2,3,3,4,6
6605ee4e1b35cda2746f6096,4,4,4,udrrddlludrruullulduuurddldrddrruulrddlluuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,6,120.42,136.16,233.17,489.76,190,,5,5,6,6,1711663971113208148,5ea196f089935b04d2ee69d9,3,4,5,17,6605eb57135c2681884d2034,5,65f423754adf51958397327d,udrrddlludrruullulduuurdd,rrddllulurudddrruulldluuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,5,5,6,6,3,3,1,3,4,4,6
