_id,aha1,aha2,aha3,beforeBreakMovesets[0][0],beforeBreakMovesets[1][0],beforeBreakMovesets[2][0],beforeBreakMovesets[3][0],beforeBreakMovesets[4][0],beforeBreakMovesets[5][0],beforeBreakMovesets[6][0],beforeBreakMovesets[7][0],beforeBreakMovesets[8][0],beforeBreakMovesets[9][0],beforeBreakMovesets[10][0],beforeBreakMovesets[11][0],beforeBreakMovesets[12][0],beforeBreakMovesets[13][0],beforeBreakMovesets[14][0],beforeBreakMovesets[15][0],beforeBreakMovesets[16][0],beforeBreakMovesets[17][0],beforeBreakMovesets[18][0],beforeBreakMovesets[19][0],beforeBreakMovesets[20][0],beforeBreakMovesets[21][0],beforeBreakMovesets[22][0],beforeBreakMovesets[23][0],beforeBreakMovesets[24][0],beforeBreakMovesets[25][0],beforeBreakMovesets[26][0],beforeBreakMovesets[27][0],beforeBreakMovesets[28][0],beforeBreakMovesets[29][0],beforeBreakMovesets[30][0],beforeBreakMovesets[31][0],beforeBreakMovesets[32][0],beforeBreakMovesets[33][0],beforeBreakMovesets[34][0],beforeBreakMovesets[35][0],beforeBreakMovesets[36][0],beforeBreakMovesets[37][0],beforeBreakMovesets[38][0],beforeBreakMovesets[39][0],beforeBreakMovesets[40][0],beforeBreakMovesets[41][0],beforeBreakMovesets[42][0],beforeBreakMovesets[43][0],beforeBreakMovesets[44][0],beforeBreakMovesets[45][0],beforeBreakMovesets[46][0],beforeBreakMovesets[47][0],beforeBreakMovesets[48][0],beforeBreakMovesets[49][0],beforeBreakMovesets[50][0],beforeBreakMovesets[51][0],beforeBreakMovesets[52][0],beforeBreakMovesets[53][0],beforeBreakMovesets[54][0],beforeBreakMovesets[55][0],beforeBreakMovesets[56][0],beforeBreakMovesets[57][0],beforeBreakMovesets[58][0],completedEarly,completedLevel,condition,correctValue,difficultyValue,durationAfterBreak,durationBeforeBreak,durationBreak,durationToBeatGame,idleTime,incorrectValue,levelNumber,nm1,nm2,nm3,playerId,prolificPID,r1b,r2b,r3b,scrollCount,sessionID,stuckValue,studyID,afterBreakMovesets[0][0],afterBreakMovesets[1][0],afterBreakMovesets[2][0],afterBreakMovesets[3][0],afterBreakMovesets[4][0],afterBreakMovesets[5][0],afterBreakMovesets[6][0],afterBreakMovesets[7][0],afterBreakMovesets[8][0],afterBreakMovesets[9][0],afterBreakMovesets[10][0],afterBreakMovesets[11][0],afterBreakMovesets[12][0],afterBreakMovesets[13][0],afterBreakMovesets[14][0],afterBreakMovesets[15][0],afterBreakMovesets[16][0],afterBreakMovesets[17][0],afterBreakMovesets[18][0],afterBreakMovesets[19][0],afterBreakMovesets[20][0],afterBreakMovesets[21][0],afterBreakMovesets[22][0],afterBreakMovesets[23][0],afterBreakMovesets[24][0],afterBreakMovesets[25][0],afterBreakMovesets[26][0],afterBreakMovesets[27][0],afterBreakMovesets[28][0],afterBreakMovesets[29][0],afterBreakMovesets[30][0],afterBreakMovesets[31][0],e1,e2,e3,f1,f2,f3,mw1,mw2,mw3,pw,r1,r2,r3,ra
6605f34e1b35cda2746f634e,5,5,6,rluurrrddlulurdd,uurrrddlurul,uurrdl,uurrrddludl,rrururrddlllulurdl,rrudlluurrlldrurdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,19,6,125.14,121.02,233.34,479.50,163,0,7,6,7,7,1711664359183285569,55ea70c37480920010aa9982,3,4,4,,6605e6f6995cca93b02d20ba,5,65f423754adf51958397327d,rluurrrrrddlllrrruullldulldrrurrrddllu,uurrrddlu,rrudlluurrddrluurr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,4,5,6,3,5,1,3,3,4,4
6605f35d1b35cda2746f6358,7,7,7,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,24.53,20,,7,,,,1711665554136859772,63e63a16d7a7a9ceb751d456,,,,,6605f133aa381a389ed4c3ee,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f3871b35cda2746f6370,2,6,6,uurrdulld,rulurrlldrrlurrdulllddr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,6,131.08,126.21,259.06,516.35,219,,7,6,7,7,1711665317257638864,5ef8c7d9b630670523229373,3,4,5,15,6605efd9c010eefd9d63342b,5,65f423754adf51958397327d,rrlluurrd,rulurrllddrrlluurrdurdllldr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,2,1,1,1,3,4,5,6
6605f3b11b35cda2746f638a,7,7,7,uurrrddlu,rluur,uurrrddlulurld,rrudlluurr,rrrllluurrrrrddllll,rrururrddllul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,6,103.67,124.52,238.60,466.80,160,,7,6,5,6,1711665486657851724,6596bb5e80a6c5fb83b93495,3,4,4,86,6605f13bb0c6c216538847e2,3,65f423754adf51958397327d,rrrlurdlllurrdruldrr,uurrrddlulurd,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,4,4,1,3,4,4,5
6605f36c1b35cda2746f6362,6,6,6,uurrrddlulurd,rururrrddllulllur,uurrrddlu,rrrludlluurrdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,3,74.72,127.04,238.68,440.44,169,,7,6,6,6,1711665499661723620,65e9d8093f17f181aa04632e,4,4,4,94,6605f14e38299741784a7cba,2,65f423754adf51958397327d,rrrr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,3,3,6,6,6,3,4,4,3,3
6605f3d71b35cda2746f63a6,6,7,7,rrudlluurrllddrrrul,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,59.16,36,,7,,,,171166583284361507,65f883fde8219eb71106191d,,,,,6605f279eeaf961c6b4cfde2,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f3f01b35cda2746f63bb,4,4,3,rrlururrrddllulllur,uurrrddlu,rrururrddll,rrrlururrddlruulllddlluurr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,5,164.26,173.12,40.03,377.41,276,,7,,,,1711665503260372757,653a86ac6a28cd3f50937889,5,5,5,,6605f144008125b5644332f2,4,65f423754adf51958397327d,rrrlurdlllurdrruulrrrddllllulurrlddrrullr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f3ca1b35cda2746f639a,4,4,4,rrururrddlllrullurl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,6,165.24,122.91,6.89,295.04,201,,7,,,,1711664896478745724,62778bd8b195693397330c4f,3,3,3,,6605eef77e4ee2418f154366,6,65f423754adf51958397327d,rururrrddllulurr,rrrlururrddlruulldldllururrdlrullld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f3dc1b35cda2746f63a8,3,3,3,r,uurrrddlur,rrudlluurrrd,uurrrddlu,rururrrddllull,rrururrddllll,rulurr,rrul,rrudllurdrrulrulrrrddlll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,19,6,146.73,161.89,250.36,558.99,241,0,7,5,5,5,1711665499129930573,5e3f778e91be661ca60e3540,4,4,4,,6605f143d82d2f6f8e6b2194,3,65f423754adf51958397327d,rrrludlluurrdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,3,5,5,3,3,4,4,4,4
6605f4021b35cda2746f63cc,6,6,6,uurrrddlu,rrrludlluurrl,uurrrddlu,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,93.14,75,,7,,,,1711665454848177171,5980128635fbf100017d0861,,,,,6605f112a3142b1f270f888f,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f40a1b35cda2746f63d4,7,7,7,rur,uurrrddlurdllulu,rluurrrddlulurdd,rrrr,rrlulurrllddrrrulrdrl,rrudlluurrrdlu,uurrrrrddlllu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,6,28.77,129.96,241.15,399.87,93,,7,7,7,7,1711665585967584829,65e497b64023e76a3bb6528f,3,4,4,0,6605f19e736730bb1b3160e4,7,65f423754adf51958397327d,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,2,1,1,1,4,4,3,6
6605f41e1b35cda2746f63e1,7,5,5,rr,uurrdulld,rulurrllddrru,uurrdru,rulurrllddrrrullur,uurrdulldrru,rulurrrr,rulurrldr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,18,7,86.98,136.41,267.10,490.49,147,0,7,2,2,2,171166550058539521,5f83aa68ed5575548c117363,3,3,3,,6605f156251afbff9eb04a85,7,65f423754adf51958397327d,rulurrlddrrulr,uurrrrrddllllulurrd,rluurdlurrrdlu,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,6,6,2,2,2,2,3,3,3,4
6605f4251b35cda2746f63e5,6,3,2,rururrrddllulul,uurrrddlurullrdl,rrrrl,rlu,rrudlluurrldldr,uurrrrrddllll,rulurrldrurl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,18,6,154.00,137.22,264.50,555.73,201,0,7,5,5,4,1711665795938619707,5bae077b542eed0001384369,3,3,4,,6605f1b2008125b56443330c,6,65f423754adf51958397327d,uurrrddlulurdluldr,rulurrlddrrulr,rururrrddlludrruullddlrul,uurrrddlurulddlruuldl,ruldrrrllulurrlddrrull,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,2,2,6,7,7,5,2,2,2,4
6605f4281b35cda2746f63e7,5,5,6,rrudlluurrr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,34.37,19,,7,,,,1711666086845462291,630981b0f861918e8174a43e,,,,,6605f39b38299741784a7d65,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4291b35cda2746f63e9,6,6,6,uurrrddlu,uurrdull,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,102.57,85,,7,,,,1711666020617631210,60b8198defba8da1d95a93b8,,,,,6605f323e649e322e33ea102,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4341b35cda2746f63f0,2,2,2,rrudlluurrdd,uurrdulldrrurrrddllul,rulurrlddrruldr,rrrlludluurddrruurrddlluulrddlrulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,132.13,128.78,299.00,559.92,183,0,7,7,7,6,1711665045389954263,5f58d7941af44708223b94da,2,2,5,,6605ef83119605ef6a2d279a,7,65f423754adf51958397327d,rrrlludrrulrdllluurlddrrruurrddlruulldldlluurrllddrru,rrruurrddlllululdrurrrld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,6,6,4,5,5,5,1,2,2,3,4
6605f44e1b35cda2746f63fb,6,5,6,rrudlluurrdr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,17.75,8,,7,,,,1711665567928114676,5f4df2b4bdb2449bd751ce51,,,,,6605f11c85bd8d89294d409a,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4441b35cda2746f63f7,7,7,7,rudluurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,35.27,28,,7,,,,1711665631221876672,5c0e94e41d3b190001080862,,,,,6605f1be0146b57f69d4c536,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4311b35cda2746f63ef,5,5,5,uurrrddlur,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,111.72,94,,7,,,,1711664581117932855,65e624f4a3f2af9453e5bc48,,,,,6605ed52ec81b4ef81ebcd44,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4301b35cda2746f63ee,7,7,7,rrudlluurrdr,rrrludlluurr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,19,5,65.75,195.80,231.01,492.56,213,0,7,7,7,7,1711664848678578178,64467092479723cb7906e371,4,4,4,,6605ed3be3234ce878d1b95c,6,65f423754adf51958397327d,rl,rrlulurrrdl,d,luludrrulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,7,7,6,2,2,2,4,4,4,7
6605f46f1b35cda2746f640d,3,3,3,rluu,rrururrddl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,3,180.24,122.49,288.55,591.27,292,,7,5,5,5,1711665467277491605,63f4021039d138e8425201c7,3,4,4,0,6605f12a7c4131d1a26ae85a,2,65f423754adf51958397327d,uurrrdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,6,3,3,4,2,3,4,4,4
6605f4531b35cda2746f63ff,6,6,5,uurrrddlu,rrudlluurrd,uurrrddlu,rulurr,uurrr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,58.97,37,,7,,,,171166547087585484,6549c057c03dd7b7b3166a9d,,,,,6605f130f44eb98cfb7a26e0,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f45f1b35cda2746f6404,4,4,5,uurrrddlu,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,32.78,24,,7,,,,1711665848441871153,5c50046b2b89f500015e5f6b,,,,,6605f2a8f5237affd54cfdbf,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4931b35cda2746f6421,2,5,5,rrrludlluurrddr,rrrlururrddll,uurrdulldr,uurrrddlu,rrludrruldruurrdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,5,164.37,180.00,14.56,358.93,226,,7,,,,1711665833193977847,6603412311cbee9e33dbf46e,3,3,4,,6605f2a18d9510538d7e6165,3,65f423754adf51958397327d,rrludrruldlluurlddrrruurrddlllurul,rurllurrrdlll,rrrludruurrddllullurdldlurru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4ab1b35cda2746f6428,1,1,1,rururrrddllulurdlllurr,rrudlluurrdr,rluu,uurrrrrddlllurul,rrudlluurrddrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,19,7,123.12,138.93,390.53,652.59,180,0,7,5,5,5,1711664213510430068,56721761980a3c0011277389,3,3,3,,6605ec409fcc21aa7ed1b6dd,7,65f423754adf51958397327d,rrr,uurrdulldrrurrrddllull,rrrrllurullrd,rrudlluurrdr,uurrd,rrudlluurr,rr,uurrd,rrrr,uurrdluldr,rrrrlu,uurrdluld,,,,,,,,,,,,,,,,,,,,,4,4,5,6,6,6,2,2,2,2,3,3,4,5
6605f4941b35cda2746f6422,4,6,6,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,26.74,20,,7,,,,1711665535381648641,5a0071766e1ea9000124db35,,,,,6605f15a4d2336cf3724540c,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4be1b35cda2746f6430,6,6,6,uurrrddl,rrudlluurrdr,rrrlururrddllullurdldlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,7,87.75,121.89,10.94,220.57,163,,7,,,,1711665455178219266,60ec601b8525af507f06373d,5,5,5,,6605f057a8876c1d19075d2f,5,65f423754adf51958397327d,uurrdulldrrurrrddllud,uurrrddluruld,uurrrddlulur,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4b31b35cda2746f642b,5,5,6,rluurdrlld,rulurrllddrrrulurr,uurrrddlulurdd,rururrrddlllrullldrurul,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,127.98,86,,7,,,,1711666068641690105,63d996f37c5b1b3053f8251c,,,,,6605f36fd681b43b8bd18265,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4ad1b35cda2746f6429,5,6,4,rluurrrddlulu,rrrlururrddlruulldldlluurrdd,rrrlul,rru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,19,5,16.71,136.35,254.25,407.31,93,0,7,6,6,6,1711665423866730129,5ee561897247c02ad544c299,3,2,3,,6605f068244dad86e73453e3,6,65f423754adf51958397327d,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,6,5,5,6,6,5,1,3,3,3,1
6605f5161b35cda2746f6467,7,7,7,rrudlluurrddrrlluu,uurrrddlu,rrrludlluurrdr,rulurr,rrlluurrdullddr,uurrrddlu,rrudlluurrrd,uurrrddludlrrrruulllld,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,null,null,null,118.46,65,,7,,,,1711666122326509764,6328ddce9adceb215c2334ee,,,,,6605f21fd3359c3ac5802c03,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4c01b35cda2746f6433,3,4,3,rulurrldr,uurrdluld,uurrrddllrruulldrdruld,uurrdluld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,5,163.63,130.33,14.25,308.21,212,,7,,,,1711663833399910954,5eb983034987d1074b5232ce,4,4,4,,6605eab4765d68d34a3e9de6,6,65f423754adf51958397327d,rrudlluurdurllddr,rrululdrdrrrllluurrr,rrururrddllullurlddruulddlurr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4cd1b35cda2746f643a,6,6,6,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,21.93,15,,7,,,,1711665050145420911,65493261b5e0320d0bfccd34,,,,,6605ef5a400001b036ce14fa,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f4fd1b35cda2746f645a,5,6,6,rulurrldd,uurrrrrddlllulurl,rururrrddllul,r,uurrdulldrrurrrddllu,rurllurr,rulurrrddrruulrddllul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,93.93,57,,7,,,,1711665844618682153,604b93f6432ad99bcb4798e8,,,,,6605f2a17e4295cb54f3d465,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f50d1b35cda2746f6461,1,2,2,rrururrddllul,uurrrddlu,rrulu,rudrruurrddlruulldldlluurlddru,rrrllluurrduldl,rrrllluurrdulldrurrdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,22,7,120.57,132.71,226.81,480.08,148,0,7,2,2,6,1711665178836129025,65f168305209539a4f55762c,1,1,2,,6605eff4e3234ce878d1ba1a,6,65f423754adf51958397327d,uurrrddlud,rrlulurrrdlrur,rrruulllddrudrruurrddlllruulldrdrullldru,rrludrrulrurrddlll,rrrllulurddrruldruurrddllullurlldrrrdlull,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,3,3,6,5,5,1,2,2,3,4
6605f51c1b35cda2746f646b,7,7,7,rrlluurrdrurrdd,uurrdrullldrrurrrddllulurddrruul,rururrrddllulllurdrrdllr,uurrrddludrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,6,22.14,127.24,237.72,387.10,87,,7,7,7,7,1711665023008308547,5da640b9640c5d00133f384b,1,1,4,16,6605ef5d9fcc21aa7ed1b767,6,65f423754adf51958397327d,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,6,6,6,2,1,1,3,2
6605f5271b35cda2746f646f,7,7,7,uurrdluldr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,null,null,null,21.63,12,,7,,,,1711665458486215493,6604cc1105cf0f2779ae1ae8,,,,,6605f12a7dd95b7df5b048be,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f53b1b35cda2746f6481,1,1,1,uurrrddluruldl,rrudlluurrdr,rrrludlluurr,rrururrddlllu,uurrrddlururrddllllulu,rrruulldurrddlulurd,rulurr,rrluldrrrulrdllluurlddrrruurrddlllu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,20,7,161.90,147.61,212.08,521.58,201,0,7,7,7,7,1711665504571317337,5fb97228ff45687f38da7813,4,3,5,,6605f15bac1e82954e050f20,7,65f423754adf51958397327d,rurldrrluurrrddllul,rrrlluldrrruurrddlllr,rururrrddlll,rrrlludrruldruurrddlruulllddlluurlddrrururrddlluull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,5,6,6,1,4,4,4,1
6605f5221b35cda2746f646d,3,3,4,uurrrddlulu,uurrrddlur,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,136.80,115,,7,,,,171166552982374966,5f50b1bbe29c992335098fb1,,,,,6605f17300bc4aea1e802853,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f5481b35cda2746f6497,1,2,2,rrururrddllullurlld,uurrrddlu,rrudlluurrddrr,uurrrddlu,rluurr,uurrrddlurull,rrudlluurrdr,rururrrddllulllur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,7,120.83,120.35,236.25,477.42,123,,7,7,7,7,1711665537778770093,63b6e5e23b31a38790ff1ce2,4,5,5,10,6605f044ae23940e42147a79,7,65f423754adf51958397327d,rururrrddllulll,rururrrddllull,rururrrddllul,rrudlluurrdr,rrururrddlluuld,rrurulrrrddlluuld,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,6,6,4,2,2,2,4,5,5,6
6605f56b1b35cda2746f64b3,1,4,4,uurrrddlu,rrurulddlluurr,rrulrrurrddllu,rulurrlddrrulr,rrrlurdlllurdrruulrddllururrrddlll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,6,134.35,147.08,49.73,331.16,193,,7,,,,1711665675158732867,6159fb27b6340dda3fc6a5c3,5,5,5,,6605f2045282fded9d7625e5,4,65f423754adf51958397327d,rururrrddlllu,rrrlurdllluurr,rrrlurulrdldllurdrruurrddllulldruldl,rrrludllurdrruulrddllluurrrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605f57a1b35cda2746f64ba,4,5,5,ru,uurrrddlu,rrudlluurrrr,rluurdrurrrddllull,rrul,rrudlluurr,uurrdl,rrrlururrddllul,rrrrlludlluurr,rrururrddllullurlddlur,rrudlu,rrrludlluurrdrdr,rluurdrurrrddllul,ru,uurrdulldrrurrrddllu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,21,6,129.74,130.87,248.09,508.70,115,0,7,5,5,4,1711665855197629527,65bd6e6d58e4443614dae27b,3,5,5,,6605f27a6ee085c245f0f462,6,65f423754adf51958397327d,rur,rrulu,uurrd,rrrlururrddllullurlddlur,rururrrddllululd,rrul,r,uurrd,rur,rurllurrrdurld,rrulurd,uurrdl,rrrrluu,uurrdulldrrurrrddllu,uurrdulldr,rrruuldurrrddlruullldldlu,,,,,,,,,,,,,,,,,6,5,5,5,6,6,3,2,2,5,4,4,4,5
6605f57c1b35cda2746f64bc,7,7,7,uurrrddlulurlldr,rluurr,uurrrddllulurrdldr,rrudlluurrddrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,7,65.35,128.14,258.61,452.09,137,,7,7,7,7,1711666058020588200,62e9731465fb490879d942c7,4,4,4,8,6605f37d251afbff9eb04b23,7,65f423754adf51958397327d,uurrrddlulurrllldr,rurllurr,rurulddrr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,2,2,2,6,3,3,3,7
6605f5971b35cda2746f64c7,2,5,2,uurrrddlu,rulurrldr,rulurrrdlrdrruul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,null,null,null,54.02,35,,7,,,,1711665211297162109,566a4cf27da0350012b4582d,,,,,6605f031a5cead0afc074bcb,,65f423754adf51958397327d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
